R1,R2,CTest1,CTest2,VJump1,VJump2,30m,PH1,PH2,PH3,PH4,PH5,PHA,PHB,PHV,PHF,Reac1,Reac2,Reac3,Reac4,RA,RB,RV,RF,S1,S2,S3,S4,SA,SB,SV,SF,PS1,PS2,PS3,PS4,PSA,PSB,PSV,PSF,Branch
5.5,6.0,64.92,-1.0,-2.0,30.279137,4.68,5,2,1,4,1,21.32,20.8,19.76,18.2,5,5,5,1,24.0,22.4,25.6,24.0,4,2,5,3,7.7,14.7,9.8,14.7,3,3,4,5,13.5,8.2,12.0,10.5,1
6.5,5.0,27.27,26.76,37.048363,35.447983,4.44,2,5,1,1,2,18.04,17.6,16.72,15.4,1,1,5,2,13.5,12.6,14.4,13.5,3,3,4,1,6.0,11.6,7.7,11.6,1,2,2,2,6.3,3.9,5.6,4.9,4
6.0,6.0,30.04,30.25,33.20374,34.48325,4.44,5,2,1,4,2,22.96,22.4,21.28,19.6,2,5,2,2,16.5,15.4,17.6,16.5,4,1,4,3,6.6,12.6,8.4,12.6,3,5,4,3,13.5,8.2,12.0,10.5,4
7.5,5.5,26.32,27.2,39.41,38.44,3.92,5,4,1,5,3,29.52,28.8,27.36,25.2,1,1,2,5,13.5,12.6,14.4,13.5,2,2,3,3,5.5,10.5,7.0,10.5,5,5,4,1,13.5,8.2,12.0,10.5,4
7.5,6.0,72.06,-1.0,36.341877,18.605711,5.19,3,2,3,2,5,24.6,24.0,22.8,21.0,3,1,4,2,15.0,14.0,16.0,15.0,2,3,1,1,3.9,7.3,4.9,7.3,1,3,1,3,7.2,4.4,6.4,5.6,4
6.5,6.0,67.35,-1.0,22.58094,24.071589,5.67,3,1,2,1,5,19.68,19.2,18.24,16.8,3,5,5,5,27.0,25.2,28.8,27.0,3,3,1,3,5.5,10.5,7.0,10.5,1,5,2,3,9.9,6.0,8.8,7.7,3
8.0,5.0,29.63,27.89,35.94476,39.463634,4.3,5,4,3,1,2,24.6,24.0,22.8,21.0,3,2,3,1,13.5,12.6,14.4,13.5,1,2,3,4,5.5,10.5,7.0,10.5,3,5,5,3,14.4,8.8,12.8,11.2,4
5.5,5.0,60.5,-1.0,-2.0,27.774395,4.72,4,1,4,3,3,24.6,24.0,22.8,21.0,3,3,5,3,21.0,19.6,22.4,21.0,4,1,2,2,5.0,9.4,6.3,9.4,4,1,2,2,8.1,5.0,7.2,6.3,3
7.5,5.0,28.19,29.46,35.94822,37.16396,4.39,5,3,3,3,2,26.24,25.6,24.32,22.4,2,2,2,4,15.0,14.0,16.0,15.0,4,1,5,5,8.2,15.8,10.5,15.8,5,1,3,2,9.9,6.0,8.8,7.7,4
5.0,6.5,25.18,25.8,53.38216,53.70915,3.74,3,5,3,5,2,29.52,28.8,27.36,25.2,5,5,5,2,25.5,23.8,27.2,25.5,3,5,2,3,7.2,13.7,9.1,13.7,2,3,4,4,11.7,7.2,10.4,9.1,1
5.0,6.5,48.46,-1.0,39.409122,37.48702,4.66,1,4,3,2,3,21.32,20.8,19.76,18.2,4,1,1,1,10.5,9.8,11.2,10.5,2,4,2,1,5.0,9.4,6.3,9.4,5,4,5,5,17.1,10.4,15.2,13.3,4
5.0,6.5,68.27,-1.0,37.37485,38.949516,4.49,3,4,4,3,1,24.6,24.0,22.8,21.0,5,1,1,5,18.0,16.8,19.2,18.0,5,5,1,5,8.8,16.8,11.2,16.8,1,3,1,3,7.2,4.4,6.4,5.6,2
7.5,5.5,30.18,27.78,40.39,45.46,3.95,5,2,1,1,1,16.4,16.0,15.2,14.0,1,2,2,2,10.5,9.8,11.2,10.5,2,3,4,3,6.6,12.6,8.4,12.6,5,4,3,5,15.3,9.3,13.6,11.9,4
8.0,6.5,65.6,-1.0,36.54399,38.44207,4.46,1,3,5,4,2,24.6,24.0,22.8,21.0,5,1,4,4,21.0,19.6,22.4,21.0,3,4,2,3,6.6,12.6,8.4,12.6,3,2,2,1,7.2,4.4,6.4,5.6,2
6.5,5.5,29.28,27.68,36.985184,37.521873,4.19,3,4,2,2,1,19.68,19.2,18.24,16.8,3,4,3,3,19.5,18.2,20.8,19.5,4,3,2,2,6.0,11.6,7.7,11.6,4,5,4,1,12.6,7.7,11.2,9.8,3
6.0,5.0,31.69,28.29,28.597296,32.891994,4.49,5,3,4,4,5,34.44,33.6,31.92,29.4,3,2,1,4,15.0,14.0,16.0,15.0,3,1,3,4,6.0,11.6,7.7,11.6,3,5,5,3,14.4,8.8,12.8,11.2,4
6.5,6.5,27.22,26.01,35.30798,33.683956,4.25,2,5,5,2,1,24.6,24.0,22.8,21.0,3,1,4,3,16.5,15.4,17.6,16.5,3,5,4,2,7.7,14.7,9.8,14.7,4,5,4,4,15.3,9.3,13.6,11.9,4
7.0,5.0,31.33,30.22,44.42,36.54,4.32,5,4,3,1,1,22.96,22.4,21.28,19.6,1,4,1,3,13.5,12.6,14.4,13.5,1,4,1,3,5.0,9.4,6.3,9.4,1,1,5,4,9.9,6.0,8.8,7.7,4
7.0,6.0,52.96,-1.0,55.019188,50.18275,5.4,1,5,5,1,2,22.96,22.4,21.28,19.6,1,3,4,1,13.5,12.6,14.4,13.5,2,1,3,4,5.5,10.5,7.0,10.5,5,4,2,5,14.4,8.8,12.8,11.2,4
5.5,7.0,31.69,28.29,28.597296,32.891994,4.49,5,3,4,4,5,34.44,33.6,31.92,29.4,3,2,1,4,15.0,14.0,16.0,15.0,3,1,3,4,6.0,11.6,7.7,11.6,3,5,5,3,14.4,8.8,12.8,11.2,4
6.0,5.0,48.72,-1.0,37.388657,39.819294,4.79,1,1,3,4,2,18.04,17.6,16.72,15.4,1,3,3,3,15.0,14.0,16.0,15.0,4,3,3,2,6.6,12.6,8.4,12.6,4,5,4,2,13.5,8.2,12.0,10.5,4
7.0,5.5,59.86,-1.0,21.623661,24.602924,5.55,5,5,3,2,3,29.52,28.8,27.36,25.2,3,2,5,3,19.5,18.2,20.8,19.5,1,5,2,2,5.5,10.5,7.0,10.5,2,2,4,3,9.9,6.0,8.8,7.7,3
7.5,6.0,61.37,-1.0,42.38238,33.786972,4.82,5,2,5,5,5,36.08,35.2,33.44,30.8,4,4,3,4,22.5,21.0,24.0,22.5,1,4,1,1,3.9,7.3,4.9,7.3,5,1,2,1,8.1,5.0,7.2,6.3,3
7.0,6.5,72.06,-1.0,36.341877,18.605711,5.19,3,2,3,2,5,24.6,24.0,22.8,21.0,3,1,4,2,15.0,14.0,16.0,15.0,2,3,1,1,3.9,7.3,4.9,7.3,1,3,1,3,7.2,4.4,6.4,5.6,4
6.0,7.0,60.12,-1.0,49.77292,6.412671,4.65,2,3,1,2,4,19.68,19.2,18.24,16.8,5,5,1,2,19.5,18.2,20.8,19.5,4,3,4,1,6.6,12.6,8.4,12.6,4,5,2,2,11.7,7.2,10.4,9.1,1
7.0,5.0,29.49,27.82,43.397495,35.61297,4.06,4,3,1,5,3,26.24,25.6,24.32,22.4,5,4,2,4,22.5,21.0,24.0,22.5,4,2,5,4,8.2,15.8,10.5,15.8,4,1,5,5,13.5,8.2,12.0,10.5,1
6.5,6.0,31.15,29.11,39.409122,36.54399,4.68,4,2,1,3,5,24.6,24.0,22.8,21.0,2,5,5,1,19.5,18.2,20.8,19.5,4,2,3,4,7.2,13.7,9.1,13.7,5,4,2,2,11.7,7.2,10.4,9.1,1
5.5,7.0,31.85,31.63,34.693966,32.891994,4.85,4,4,1,4,2,24.6,24.0,22.8,21.0,5,2,1,3,16.5,15.4,17.6,16.5,4,3,4,3,7.7,14.7,9.8,14.7,1,5,3,1,9.0,5.5,8.0,7.0,4
8.0,5.0,71.14,-1.0,29.432209,33.786972,5.25,5,2,4,4,3,29.52,28.8,27.36,25.2,4,2,3,4,19.5,18.2,20.8,19.5,2,2,4,4,6.6,12.6,8.4,12.6,2,4,5,3,12.6,7.7,11.2,9.8,1
8.0,5.0,42.97,-1.0,36.54399,37.48702,4.46,1,2,4,2,2,18.04,17.6,16.72,15.4,5,3,3,5,24.0,22.4,25.6,24.0,3,1,4,5,7.2,13.7,9.1,13.7,4,2,1,4,9.9,6.0,8.8,7.7,2
8.0,6.5,27.59,26.75,40.726784,40.665195,4.19,2,1,5,2,1,18.04,17.6,16.72,15.4,4,5,2,2,19.5,18.2,20.8,19.5,5,3,5,2,8.2,15.8,10.5,15.8,5,4,2,5,14.4,8.8,12.8,11.2,1
5.5,5.5,74.63,-1.0,38.029377,33.438423,5.05,2,3,5,5,1,26.24,25.6,24.32,22.4,4,1,4,1,15.0,14.0,16.0,15.0,5,2,5,1,7.2,13.7,9.1,13.7,2,3,5,2,10.8,6.6,9.6,8.4,4
6.0,6.0,29.12,30.86,40.750534,34.602074,4.48,5,4,1,4,1,24.6,24.0,22.8,21.0,2,3,5,4,21.0,19.6,22.4,21.0,2,3,1,3,5.0,9.4,6.3,9.4,3,3,3,5,12.6,7.7,11.2,9.8,3
6.0,7.0,26.61,27.11,32.891994,32.009026,4.03,2,5,2,3,1,21.32,20.8,19.76,18.2,1,3,3,5,18.0,16.8,19.2,18.0,2,5,3,1,6.0,11.6,7.7,11.6,1,4,5,3,11.7,7.2,10.4,9.1,3
7.0,6.5,55.15,-1.0,37.572346,33.356144,5.21,4,3,3,2,3,24.6,24.0,22.8,21.0,5,1,5,3,21.0,19.6,22.4,21.0,1,3,3,1,4.4,8.4,5.6,8.4,1,3,3,4,9.9,6.0,8.8,7.7,3
5.5,5.5,59.5,-1.0,33.001427,33.161392,4.95,1,2,3,5,1,19.68,19.2,18.24,16.8,1,2,3,5,16.5,15.4,17.6,16.5,1,2,5,1,5.0,9.4,6.3,9.4,1,3,1,1,5.4,3.3,4.8,4.2,4
6.0,6.5,27.96,27.09,40.3882,30.279137,4.35,3,3,3,5,5,31.16,30.4,28.88,26.6,2,1,2,1,9.0,8.4,9.6,9.0,1,4,2,2,5.0,9.4,6.3,9.4,5,4,2,2,11.7,7.2,10.4,9.1,4
7.5,5.0,57.26,-1.0,51.329624,-2.0,4.41,3,1,5,2,4,24.6,24.0,22.8,21.0,5,2,1,3,16.5,15.4,17.6,16.5,2,1,5,3,6.0,11.6,7.7,11.6,3,2,3,1,8.1,5.0,7.2,6.3,4
7.0,5.0,32.14,27.55,36.952736,37.60317,4.25,2,3,4,1,1,18.04,17.6,16.72,15.4,2,1,3,2,12.0,11.2,12.8,12.0,5,1,4,1,6.0,11.6,7.7,11.6,2,5,2,3,10.8,6.6,9.6,8.4,4
5.5,5.5,32.62,31.84,39.196865,39.5711,4.38,3,5,2,4,5,31.16,30.4,28.88,26.6,5,3,2,2,18.0,16.8,19.2,18.0,4,4,1,5,7.7,14.7,9.8,14.7,4,1,2,5,10.8,6.6,9.6,8.4,2
7.0,6.0,28.92,27.28,40.3882,42.38238,4.11,3,4,4,1,1,21.32,20.8,19.76,18.2,4,1,4,3,18.0,16.8,19.2,18.0,1,4,1,3,5.0,9.4,6.3,9.4,3,1,3,5,10.8,6.6,9.6,8.4,3
8.0,7.0,28.42,26.17,39.76,38.86,3.95,4,1,4,5,3,27.88,27.2,25.84,23.8,1,5,5,2,19.5,18.2,20.8,19.5,1,2,3,4,5.5,10.5,7.0,10.5,1,2,4,3,9.0,5.5,8.0,7.0,3
5.0,7.0,56.52,-1.0,35.57902,34.888966,4.9,1,5,3,5,1,24.6,24.0,22.8,21.0,2,2,5,5,21.0,19.6,22.4,21.0,3,2,5,4,7.7,14.7,9.8,14.7,4,2,1,4,9.9,6.0,8.8,7.7,2
5.5,7.0,74.63,-1.0,38.029377,33.438423,5.05,2,3,5,5,1,26.24,25.6,24.32,22.4,4,1,4,1,15.0,14.0,16.0,15.0,5,2,5,1,7.2,13.7,9.1,13.7,2,3,5,2,10.8,6.6,9.6,8.4,4
7.0,5.5,29.62,28.21,35.379463,33.96883,4.2,2,3,2,3,4,22.96,22.4,21.28,19.6,3,3,4,3,19.5,18.2,20.8,19.5,2,5,4,3,7.7,14.7,9.8,14.7,2,1,3,5,9.9,6.0,8.8,7.7,2
6.5,5.5,64.27,-1.0,43.397495,51.950855,4.38,5,4,1,4,4,29.52,28.8,27.36,25.2,3,1,3,4,16.5,15.4,17.6,16.5,2,4,4,4,7.7,14.7,9.8,14.7,2,2,2,1,6.3,3.9,5.6,4.9,5
6.0,5.5,32.7,27.65,41.468353,40.544834,4.06,5,5,2,2,2,26.24,25.6,24.32,22.4,5,1,5,3,21.0,19.6,22.4,21.0,3,2,4,1,5.5,10.5,7.0,10.5,3,5,1,2,9.9,6.0,8.8,7.7,3
7.5,6.5,26.11,26.64,42.38238,36.54399,3.85,3,2,2,5,3,24.6,24.0,22.8,21.0,1,2,3,3,13.5,12.6,14.4,13.5,5,5,2,1,7.2,13.7,9.1,13.7,3,4,3,2,10.8,6.6,9.6,8.4,4
8.0,6.5,54.62,-1.0,44.77435,40.13529,4.71,5,5,3,5,5,37.72,36.8,34.96,32.2,5,1,3,1,15.0,14.0,16.0,15.0,2,5,4,2,7.2,13.7,9.1,13.7,2,4,2,4,10.8,6.6,9.6,8.4,4
6.5,5.5,57.79,-1.0,39.703403,40.238888,4.55,5,5,5,3,1,31.16,30.4,28.88,26.6,2,2,5,3,18.0,16.8,19.2,18.0,2,4,1,2,5.0,9.4,6.3,9.4,3,5,5,5,16.2,9.9,14.4,12.6,3
6.5,5.0,73.09,-1.0,33.786972,36.54399,5.21,1,5,4,2,3,24.6,24.0,22.8,21.0,2,2,2,4,15.0,14.0,16.0,15.0,4,2,5,4,8.2,15.8,10.5,15.8,4,4,5,3,14.4,8.8,12.8,11.2,4
5.5,5.0,59.56,-1.0,30.279137,26.164635,4.85,5,5,4,5,5,39.36,38.4,36.48,33.6,1,2,1,1,7.5,7.0,8.0,7.5,5,1,2,5,7.2,13.7,9.1,13.7,5,3,1,4,11.7,7.2,10.4,9.1,4
7.0,5.0,27.7,26.99,37.617424,41.903694,4.43,1,2,5,4,5,27.88,27.2,25.84,23.8,4,1,1,5,16.5,15.4,17.6,16.5,1,1,3,4,5.0,9.4,6.3,9.4,3,3,3,2,9.9,6.0,8.8,7.7,5
7.0,6.0,32.05,30.01,37.48702,39.409122,4.62,2,4,3,1,4,22.96,22.4,21.28,19.6,5,2,5,2,21.0,19.6,22.4,21.0,4,3,4,5,8.8,16.8,11.2,16.8,5,2,4,5,14.4,8.8,12.8,11.2,1
5.5,7.0,28.37,27.63,36.198647,37.117275,4.04,4,5,4,1,4,29.52,28.8,27.36,25.2,4,4,4,3,22.5,21.0,24.0,22.5,4,4,4,3,8.2,15.8,10.5,15.8,1,4,1,5,9.9,6.0,8.8,7.7,2
8.0,7.0,69.83,-1.0,40.373287,44.417534,4.57,1,1,5,5,5,27.88,27.2,25.84,23.8,5,2,2,1,15.0,14.0,16.0,15.0,1,4,2,5,6.6,12.6,8.4,12.6,1,1,4,1,6.3,3.9,5.6,4.9,4
7.0,6.5,27.25,26.32,44.005566,42.770184,4.2,2,4,2,3,5,26.24,25.6,24.32,22.4,3,3,3,3,18.0,16.8,19.2,18.0,5,3,3,2,7.2,13.7,9.1,13.7,5,5,1,5,14.4,8.8,12.8,11.2,1
7.5,6.0,34.15,34.87,29.432209,33.786972,4.57,4,2,1,1,2,16.4,16.0,15.2,14.0,1,5,4,5,22.5,21.0,24.0,22.5,4,3,2,2,6.0,11.6,7.7,11.6,1,5,1,1,7.2,4.4,6.4,5.6,3
5.0,7.0,27.1,28.19,44.424614,43.397495,3.9,1,1,1,3,5,18.04,17.6,16.72,15.4,1,1,3,4,13.5,12.6,14.4,13.5,2,3,2,1,4.4,8.4,5.6,8.4,2,1,5,5,11.7,7.2,10.4,9.1,4
5.0,6.0,32.7,30.52,31.34936,34.894596,4.51,2,3,1,2,4,19.68,19.2,18.24,16.8,1,5,3,3,18.0,16.8,19.2,18.0,5,1,1,3,5.5,10.5,7.0,10.5,1,4,5,2,10.8,6.6,9.6,8.4,3
8.0,7.0,26.82,26.56,45.57266,42.12631,4.12,4,1,5,2,3,24.6,24.0,22.8,21.0,4,2,5,4,22.5,21.0,24.0,22.5,3,5,3,2,7.2,13.7,9.1,13.7,2,1,1,5,8.1,5.0,7.2,6.3,2
5.0,5.0,56.99,-1.0,50.31759,35.996025,4.68,4,4,5,3,2,29.52,28.8,27.36,25.2,1,2,4,4,16.5,15.4,17.6,16.5,4,4,5,2,8.2,15.8,10.5,15.8,3,5,5,1,12.6,7.7,11.2,9.8,4
6.5,6.0,31.73,29.94,30.394024,27.03208,4.57,2,3,1,2,3,18.04,17.6,16.72,15.4,3,2,1,3,13.5,12.6,14.4,13.5,3,4,2,2,6.0,11.6,7.7,11.6,2,4,1,5,10.8,6.6,9.6,8.4,5
7.0,6.0,29.58,28.24,37.70113,38.262566,4.3,3,3,2,4,1,21.32,20.8,19.76,18.2,4,5,2,4,22.5,21.0,24.0,22.5,2,3,2,4,6.0,11.6,7.7,11.6,5,1,1,2,8.1,5.0,7.2,6.3,3
5.0,5.0,61.37,-1.0,42.38238,33.786972,4.82,5,2,5,5,5,36.08,35.2,33.44,30.8,4,4,3,4,22.5,21.0,24.0,22.5,1,4,1,1,3.9,7.3,4.9,7.3,5,1,2,1,8.1,5.0,7.2,6.3,3
7.5,6.5,31.69,28.29,28.597296,32.891994,4.49,5,3,4,4,5,34.44,33.6,31.92,29.4,3,2,1,4,15.0,14.0,16.0,15.0,3,1,3,4,6.0,11.6,7.7,11.6,3,5,5,3,14.4,8.8,12.8,11.2,4
8.0,6.5,56.49,-1.0,37.275547,32.914474,4.55,5,2,5,4,4,32.8,32.0,30.4,28.0,2,1,3,4,15.0,14.0,16.0,15.0,3,4,2,2,6.0,11.6,7.7,11.6,5,1,2,1,8.1,5.0,7.2,6.3,4
7.0,5.0,53.88,-1.0,36.54399,30.279137,4.63,4,2,3,4,3,26.24,25.6,24.32,22.4,5,2,5,3,22.5,21.0,24.0,22.5,3,3,3,4,7.2,13.7,9.1,13.7,2,1,5,1,8.1,5.0,7.2,6.3,2
7.0,7.0,26.2,26.41,40.3882,37.48702,4.12,3,1,1,3,5,21.32,20.8,19.76,18.2,3,4,1,1,13.5,12.6,14.4,13.5,2,3,4,3,6.6,12.6,8.4,12.6,1,1,2,1,4.5,2.8,4.0,3.5,4
6.0,6.0,57.56,-1.0,-2.0,27.774395,4.66,1,5,1,1,5,21.32,20.8,19.76,18.2,3,5,2,5,22.5,21.0,24.0,22.5,2,2,3,5,6.6,12.6,8.4,12.6,1,4,3,3,9.9,6.0,8.8,7.7,2
7.5,5.5,71.14,-1.0,29.432209,33.786972,5.25,5,2,4,4,3,29.52,28.8,27.36,25.2,4,2,3,4,19.5,18.2,20.8,19.5,2,2,4,4,6.6,12.6,8.4,12.6,2,4,5,3,12.6,7.7,11.2,9.8,1
6.5,6.0,25.07,31.73,46.202057,45.993233,3.79,5,4,3,3,4,31.16,30.4,28.88,26.6,4,1,5,5,22.5,21.0,24.0,22.5,1,5,5,4,8.2,15.8,10.5,15.8,4,3,5,4,14.4,8.8,12.8,11.2,1
6.5,6.0,32.7,30.52,31.34936,34.894596,4.51,2,3,1,2,4,19.68,19.2,18.24,16.8,1,5,3,3,18.0,16.8,19.2,18.0,5,1,1,3,5.5,10.5,7.0,10.5,1,4,5,2,10.8,6.6,9.6,8.4,3
7.0,5.0,50.94,-1.0,31.138077,29.432209,4.51,1,5,1,5,2,22.96,22.4,21.28,19.6,3,3,4,2,18.0,16.8,19.2,18.0,4,2,1,4,6.0,11.6,7.7,11.6,4,2,4,2,10.8,6.6,9.6,8.4,3
5.5,6.0,28.04,27.88,44.45931,37.963593,3.9,3,4,2,5,2,26.24,25.6,24.32,22.4,1,5,2,4,18.0,16.8,19.2,18.0,4,4,5,3,8.8,16.8,11.2,16.8,1,5,2,2,9.0,5.5,8.0,7.0,2
5.0,5.0,33.44,31.36,39.348957,39.350903,4.27,2,2,1,4,5,22.96,22.4,21.28,19.6,5,1,1,1,12.0,11.2,12.8,12.0,3,1,2,1,3.9,7.3,4.9,7.3,1,5,4,2,10.8,6.6,9.6,8.4,4
6.0,5.5,28.3,27.39,46.5149,40.3882,4.27,3,5,2,2,5,27.88,27.2,25.84,23.8,4,3,4,1,18.0,16.8,19.2,18.0,3,2,1,1,3.9,7.3,4.9,7.3,4,1,4,5,12.6,7.7,11.2,9.8,3
6.0,6.5,26.9,26.1,46.987133,51.844288,3.98,2,1,5,4,5,27.88,27.2,25.84,23.8,4,4,4,4,24.0,22.4,25.6,24.0,5,5,4,2,8.8,16.8,11.2,16.8,2,4,1,2,8.1,5.0,7.2,6.3,2
7.0,5.5,30.06,27.78,40.3882,48.65324,4.09,2,1,1,2,4,16.4,16.0,15.2,14.0,1,5,5,2,19.5,18.2,20.8,19.5,4,5,3,2,7.7,14.7,9.8,14.7,4,2,4,3,11.7,7.2,10.4,9.1,1
7.0,6.5,58.52,-1.0,36.54399,33.786972,4.64,3,1,1,4,3,19.68,19.2,18.24,16.8,5,4,3,2,21.0,19.6,22.4,21.0,3,4,1,2,5.5,10.5,7.0,10.5,3,5,3,2,11.7,7.2,10.4,9.1,3
6.0,5.0,65.04,-1.0,40.571068,42.26,4.65,5,2,1,4,4,26.24,25.6,24.32,22.4,4,3,4,5,24.0,22.4,25.6,24.0,2,3,4,2,6.0,11.6,7.7,11.6,5,1,4,1,9.9,6.0,8.8,7.7,3
5.5,5.0,72.73,-1.0,33.786972,34.693966,4.9,2,2,2,5,5,26.24,25.6,24.32,22.4,2,1,2,3,12.0,11.2,12.8,12.0,2,3,3,1,5.0,9.4,6.3,9.4,5,5,3,5,16.2,9.9,14.4,12.6,4
8.0,7.0,62.33,-1.0,25.377773,31.138077,4.47,1,1,5,4,2,21.32,20.8,19.76,18.2,5,3,1,1,15.0,14.0,16.0,15.0,2,2,4,1,5.0,9.4,6.3,9.4,3,3,2,4,10.8,6.6,9.6,8.4,4
6.5,6.5,26.99,27.39,40.3882,39.409122,4.24,2,4,4,4,5,31.16,30.4,28.88,26.6,4,2,5,1,18.0,16.8,19.2,18.0,5,1,3,1,5.5,10.5,7.0,10.5,3,1,4,2,9.0,5.5,8.0,7.0,3
7.5,5.0,54.37,-1.0,43.026314,43.774952,4.5,1,3,5,4,5,29.52,28.8,27.36,25.2,4,4,2,5,22.5,21.0,24.0,22.5,2,5,4,5,8.8,16.8,11.2,16.8,3,1,2,5,9.9,6.0,8.8,7.7,2
8.0,5.0,54.21,-1.0,45.463757,36.54399,4.59,1,5,5,2,2,24.6,24.0,22.8,21.0,5,1,5,1,18.0,16.8,19.2,18.0,2,3,3,1,5.0,9.4,6.3,9.4,1,2,1,5,8.1,5.0,7.2,6.3,3
5.5,7.0,56.23,-1.0,42.38238,24.602924,4.36,4,4,2,2,3,24.6,24.0,22.8,21.0,3,2,3,2,15.0,14.0,16.0,15.0,4,4,3,5,8.8,16.8,11.2,16.8,3,4,3,2,10.8,6.6,9.6,8.4,5
7.5,5.5,30.6,30.61,27.71,28.32,4.44,4,2,1,1,1,14.76,14.4,13.68,12.6,5,2,2,4,19.5,18.2,20.8,19.5,3,1,2,2,4.4,8.4,5.6,8.4,5,3,4,4,14.4,8.8,12.8,11.2,5
7.0,7.0,59.69,-1.0,32.009026,16.241774,4.66,4,3,5,2,2,26.24,25.6,24.32,22.4,1,5,2,2,15.0,14.0,16.0,15.0,4,4,3,1,6.6,12.6,8.4,12.6,3,1,2,5,9.9,6.0,8.8,7.7,5
8.0,5.5,28.37,27.63,36.198647,37.117275,4.04,4,5,4,1,4,29.52,28.8,27.36,25.2,4,4,4,3,22.5,21.0,24.0,22.5,4,4,4,3,8.2,15.8,10.5,15.8,1,4,1,5,9.9,6.0,8.8,7.7,2
7.5,5.5,30.44,26.65,27.92432,42.61696,3.88,5,1,3,2,5,26.24,25.6,24.32,22.4,4,4,2,1,16.5,15.4,17.6,16.5,2,5,5,1,7.2,13.7,9.1,13.7,3,4,4,4,13.5,8.2,12.0,10.5,5
8.0,6.0,27.59,27.14,39.526817,39.902756,4.24,5,1,3,5,4,29.52,28.8,27.36,25.2,1,2,5,5,19.5,18.2,20.8,19.5,4,3,1,4,6.6,12.6,8.4,12.6,4,2,1,1,7.2,4.4,6.4,5.6,2
8.0,6.0,47.4,-1.0,46.819557,50.65129,4.5,4,1,2,2,1,16.4,16.0,15.2,14.0,5,3,2,1,16.5,15.4,17.6,16.5,2,1,4,4,6.0,11.6,7.7,11.6,3,4,4,2,11.7,7.2,10.4,9.1,4
8.0,6.5,30.86,28.15,51.449947,49.738556,4.15,5,4,1,5,3,29.52,28.8,27.36,25.2,5,3,2,1,16.5,15.4,17.6,16.5,5,3,5,5,9.9,18.9,12.6,18.9,5,5,1,3,12.6,7.7,11.2,9.8,4
7.0,6.5,26.02,27.14,44.424614,33.79,4.22,2,4,4,5,1,26.24,25.6,24.32,22.4,4,3,5,3,22.5,21.0,24.0,22.5,4,5,3,4,8.8,16.8,11.2,16.8,5,4,2,2,11.7,7.2,10.4,9.1,1
5.5,6.0,28.42,26.17,39.76,38.86,3.95,4,1,4,5,3,27.88,27.2,25.84,23.8,1,5,5,2,19.5,18.2,20.8,19.5,1,2,3,4,5.5,10.5,7.0,10.5,1,2,4,3,9.0,5.5,8.0,7.0,3
7.5,7.0,32.05,30.01,37.48702,39.409122,4.62,2,4,3,1,4,22.96,22.4,21.28,19.6,5,2,5,2,21.0,19.6,22.4,21.0,4,3,4,5,8.8,16.8,11.2,16.8,5,2,4,5,14.4,8.8,12.8,11.2,1
6.5,5.5,28.56,28.07,36.54399,41.379276,4.01,2,1,5,1,2,18.04,17.6,16.72,15.4,3,4,5,3,22.5,21.0,24.0,22.5,3,1,1,1,3.3,6.3,4.2,6.3,1,1,1,3,5.4,3.3,4.8,4.2,3
8.0,6.5,61.13,-1.0,33.269104,30.734474,4.7,2,3,5,4,1,24.6,24.0,22.8,21.0,3,3,5,3,21.0,19.6,22.4,21.0,4,3,3,1,6.0,11.6,7.7,11.6,5,4,2,3,12.6,7.7,11.2,9.8,3
8.0,7.0,67.12,-1.0,33.392597,35.212387,5.32,5,2,1,5,4,27.88,27.2,25.84,23.8,1,1,4,3,13.5,12.6,14.4,13.5,4,3,3,5,8.2,15.8,10.5,15.8,4,5,4,1,12.6,7.7,11.2,9.8,4
8.0,5.5,62.01,-1.0,47.251617,46.131794,4.41,5,4,3,3,1,26.24,25.6,24.32,22.4,3,5,2,5,22.5,21.0,24.0,22.5,2,3,5,4,7.7,14.7,9.8,14.7,4,4,1,5,12.6,7.7,11.2,9.8,1
6.0,6.0,36.09,27.8,32.891994,24.602924,4.14,5,2,4,4,4,31.16,30.4,28.88,26.6,3,3,5,1,18.0,16.8,19.2,18.0,1,5,5,4,8.2,15.8,10.5,15.8,2,2,2,4,9.0,5.5,8.0,7.0,2
5.5,5.0,32.7,30.17,32.891994,32.009026,4.66,5,4,1,3,2,24.6,24.0,22.8,21.0,2,2,2,5,16.5,15.4,17.6,16.5,5,3,4,5,9.3,17.9,11.9,17.9,1,5,1,3,9.0,5.5,8.0,7.0,4
8.0,7.0,31.94,27.1,36.54399,39.409122,4.09,3,4,4,5,4,32.8,32.0,30.4,28.0,1,1,2,2,9.0,8.4,9.6,9.0,2,3,2,4,6.0,11.6,7.7,11.6,2,5,1,3,9.9,6.0,8.8,7.7,4
5.5,5.0,54.94,-1.0,0.0,32.51539,5.05,1,5,5,3,4,29.52,28.8,27.36,25.2,2,1,2,3,12.0,11.2,12.8,12.0,4,1,1,3,5.0,9.4,6.3,9.4,4,5,3,4,14.4,8.8,12.8,11.2,4
8.0,6.5,48.46,-1.0,39.409122,37.48702,4.66,1,4,3,2,3,21.32,20.8,19.76,18.2,4,1,1,1,10.5,9.8,11.2,10.5,2,4,2,1,5.0,9.4,6.3,9.4,5,4,5,5,17.1,10.4,15.2,13.3,4
