R1,R2,CTest1,CTest2,VJump1,VJump2,30m,PH1,PH2,PH3,PH4,PH5,PHA,PHB,PHV,PHF,Reac1,Reac2,Reac3,Reac4,RA,RB,RV,RF,S1,S2,S3,S4,SA,SB,SV,SF,PS1,PS2,PS3,PS4,PSA,PSB,PSV,PSF,Branch
6.5,6.5,78.907,-1.0,23.089266,26.963509,5.061,5.0,2.0,4.0,2.0,5.0,29.52,28.8,27.36,25.2,1.0,3.0,2.0,4.0,15.0,14.0,16.0,15.0,1.0,5.0,3.0,4.0,7.15,13.65,9.1,13.65,2.0,5.0,2.0,4.0,11.7,7.15,10.4,9.1,3
8.0,7.0,52.608,-1.0,45.00624,40.18384,4.667,5.0,1.0,5.0,1.0,3.0,24.6,24.0,22.8,21.0,5.0,1.0,1.0,1.0,12.0,11.2,12.8,12.0,4.0,1.0,3.0,4.0,6.6,12.6,8.4,12.6,2.0,1.0,3.0,3.0,8.1,4.95,7.2,6.3,4
4.0,4.0,27.59,27.136,39.526817,39.902756,4.236,5.0,1.0,3.0,5.0,4.0,29.52,28.8,27.36,25.2,1.0,2.0,5.0,5.0,19.5,18.2,20.8,19.5,4.0,3.0,1.0,4.0,6.6,12.6,8.4,12.6,4.0,2.0,1.0,1.0,7.2,4.4,6.4,5.6,1
7.0,6.5,58.433,-1.0,43.982357,44.55976,4.852,3.0,4.0,2.0,1.0,2.0,19.68,19.2,18.24,16.8,5.0,1.0,5.0,5.0,24.0,22.4,25.6,24.0,1.0,2.0,4.0,2.0,4.95,9.45,6.3,9.45,3.0,2.0,5.0,1.0,9.9,6.05,8.8,7.7,2
4.0,3.0,59.388,-1.0,32.891994,34.693966,4.574,3.0,5.0,2.0,1.0,1.0,19.68,19.2,18.24,16.8,4.0,4.0,1.0,5.0,21.0,19.6,22.4,21.0,5.0,4.0,2.0,5.0,8.8,16.8,11.2,16.8,1.0,1.0,4.0,4.0,9.0,5.5,8.0,7.0,1
8.0,6.5,50.353,-1.0,38.425457,36.370716,4.536,2.0,3.0,4.0,1.0,2.0,19.68,19.2,18.24,16.8,3.0,3.0,5.0,1.0,18.0,16.8,19.2,18.0,3.0,3.0,3.0,2.0,6.05,11.55,7.7,11.55,1.0,4.0,1.0,2.0,7.2,4.4,6.4,5.6,2
7.0,7.0,31.92,30.67,38.0,39.28,4.67,5.0,1.0,5.0,1.0,3.0,24.6,24.0,22.8,21.0,1.0,3.0,4.0,2.0,15.0,14.0,16.0,15.0,5.0,3.0,5.0,2.0,8.25,15.75,10.5,15.75,4.0,4.0,4.0,2.0,12.6,7.7,11.2,9.8,4
6.0,6.0,34.439,29.287,29.432209,39.409122,4.427,5.0,5.0,5.0,5.0,4.0,39.36,38.4,36.48,33.6,2.0,3.0,4.0,3.0,18.0,16.8,19.2,18.0,2.0,2.0,1.0,2.0,3.85,7.35,4.9,7.35,4.0,4.0,2.0,2.0,10.8,6.6,9.6,8.4,2
7.0,8.0,28.217,28.538,41.379276,43.397495,4.364,4.0,3.0,2.0,2.0,3.0,22.96,22.4,21.28,19.6,2.0,2.0,4.0,3.0,16.5,15.4,17.6,16.5,3.0,1.0,3.0,4.0,6.05,11.55,7.7,11.55,2.0,1.0,4.0,5.0,10.8,6.6,9.6,8.4,3
9.0,4.5,45.665,-1.0,31.138077,32.009026,5.089,5.0,5.0,5.0,4.0,5.0,39.36,38.4,36.48,33.6,1.0,5.0,2.0,3.0,16.5,15.4,17.6,16.5,4.0,1.0,3.0,4.0,6.6,12.6,8.4,12.6,3.0,5.0,5.0,1.0,12.6,7.7,11.2,9.8,4
8.0,6.0,70.61,-1.0,29.432209,27.774395,5.364,1.0,3.0,4.0,3.0,3.0,22.96,22.4,21.28,19.6,2.0,2.0,1.0,4.0,13.5,12.6,14.4,13.5,2.0,3.0,3.0,3.0,6.05,11.55,7.7,11.55,5.0,4.0,4.0,3.0,14.4,8.8,12.8,11.2,3
7.5,6.0,61.48,-1.0,33.707092,37.10216,4.917,1.0,4.0,4.0,1.0,5.0,24.6,24.0,22.8,21.0,4.0,5.0,4.0,3.0,24.0,22.4,25.6,24.0,1.0,3.0,3.0,2.0,4.95,9.45,6.3,9.45,2.0,1.0,4.0,1.0,7.2,4.4,6.4,5.6,2
7.0,6.0,30.938,30.122,34.567432,40.093075,4.75,5.0,3.0,5.0,3.0,3.0,31.16,30.4,28.88,26.6,5.0,3.0,4.0,1.0,19.5,18.2,20.8,19.5,3.0,4.0,4.0,2.0,7.15,13.65,9.1,13.65,4.0,5.0,3.0,5.0,15.3,9.35,13.6,11.9,0
6.5,6.0,71.814,-1.0,54.681843,31.005632,5.372,3.0,4.0,3.0,5.0,5.0,32.8,32.0,30.4,28.0,5.0,2.0,1.0,2.0,15.0,14.0,16.0,15.0,5.0,3.0,4.0,1.0,7.15,13.65,9.1,13.65,3.0,2.0,1.0,1.0,6.3,3.85,5.6,4.9,3
6.0,6.5,56.959,-1.0,26.963509,28.597296,4.678,3.0,2.0,5.0,5.0,5.0,32.8,32.0,30.4,28.0,2.0,3.0,3.0,1.0,13.5,12.6,14.4,13.5,5.0,4.0,4.0,3.0,8.8,16.8,11.2,16.8,2.0,4.0,5.0,4.0,13.5,8.25,12.0,10.5,3
7.0,6.0,50.958,-1.0,36.54399,29.432209,4.707,4.0,3.0,1.0,2.0,2.0,19.68,19.2,18.24,16.8,3.0,2.0,3.0,3.0,16.5,15.4,17.6,16.5,1.0,5.0,1.0,5.0,6.6,12.6,8.4,12.6,3.0,2.0,5.0,1.0,9.9,6.05,8.8,7.7,3
8.0,7.0,62.581,-1.0,40.251667,47.779434,4.53,4.0,2.0,3.0,1.0,1.0,18.04,17.6,16.72,15.4,5.0,5.0,4.0,4.0,27.0,25.2,28.8,27.0,2.0,3.0,1.0,4.0,5.5,10.5,7.0,10.5,2.0,2.0,1.0,3.0,7.2,4.4,6.4,5.6,2
8.0,6.5,72.05,-1.0,31.138077,42.38238,5.327,5.0,4.0,2.0,5.0,1.0,27.88,27.2,25.84,23.8,2.0,3.0,2.0,5.0,18.0,16.8,19.2,18.0,3.0,3.0,3.0,3.0,6.6,12.6,8.4,12.6,3.0,3.0,2.0,1.0,8.1,4.95,7.2,6.3,1
8.0,7.0,29.77,27.65,47.58,45.46,3.819,5.0,5.0,4.0,1.0,4.0,31.16,30.4,28.88,26.6,3.0,3.0,1.0,2.0,13.5,12.6,14.4,13.5,4.0,2.0,2.0,1.0,4.95,9.45,6.3,9.45,2.0,5.0,2.0,5.0,12.6,7.7,11.2,9.8,3
7.0,7.0,29.124,30.863,40.750534,34.602074,4.476,5.0,4.0,1.0,4.0,1.0,24.6,24.0,22.8,21.0,2.0,3.0,5.0,4.0,21.0,19.6,22.4,21.0,2.0,3.0,1.0,3.0,4.95,9.45,6.3,9.45,3.0,3.0,3.0,5.0,12.6,7.7,11.2,9.8,2
8.0,7.0,68.036,-1.0,28.95162,31.073856,5.233,2.0,4.0,3.0,2.0,5.0,26.24,25.6,24.32,22.4,5.0,5.0,2.0,2.0,21.0,19.6,22.4,21.0,5.0,5.0,2.0,3.0,8.25,15.75,10.5,15.75,2.0,4.0,1.0,4.0,9.9,6.05,8.8,7.7,1
8.0,3.0,32.14,27.555,36.952736,37.60317,4.251,2.0,3.0,4.0,1.0,1.0,18.04,17.6,16.72,15.4,2.0,1.0,3.0,2.0,12.0,11.2,12.8,12.0,5.0,1.0,4.0,1.0,6.05,11.55,7.7,11.55,2.0,5.0,2.0,3.0,10.8,6.6,9.6,8.4,3
3.0,2.5,56.992,-1.0,50.31759,35.996025,4.68,4.0,4.0,5.0,3.0,2.0,29.52,28.8,27.36,25.2,1.0,2.0,4.0,4.0,16.5,15.4,17.6,16.5,4.0,4.0,5.0,2.0,8.25,15.75,10.5,15.75,3.0,5.0,5.0,1.0,12.6,7.7,11.2,9.8,3
6.0,7.0,27.03,28.728,42.146004,41.945705,4.06,5.0,4.0,4.0,4.0,5.0,36.08,35.2,33.44,30.8,4.0,4.0,4.0,3.0,22.5,21.0,24.0,22.5,1.0,5.0,5.0,3.0,7.7,14.7,9.8,14.7,5.0,2.0,3.0,3.0,11.7,7.15,10.4,9.1,0
6.0,7.0,32.284,28.868,38.44207,40.3882,3.965,5.0,1.0,1.0,5.0,3.0,24.6,24.0,22.8,21.0,2.0,3.0,2.0,4.0,16.5,15.4,17.6,16.5,4.0,5.0,5.0,1.0,8.25,15.75,10.5,15.75,3.0,3.0,4.0,4.0,12.6,7.7,11.2,9.8,3
8.0,7.0,30.18,27.784,40.39,45.46,3.946,5.0,2.0,1.0,1.0,1.0,16.4,16.0,15.2,14.0,1.0,2.0,2.0,2.0,10.5,9.8,11.2,10.5,2.0,3.0,4.0,3.0,6.6,12.6,8.4,12.6,5.0,4.0,3.0,5.0,15.3,9.35,13.6,11.9,3
7.5,6.5,53.718,-1.0,42.976208,42.670025,4.793,5.0,1.0,4.0,5.0,5.0,32.8,32.0,30.4,28.0,4.0,2.0,3.0,5.0,21.0,19.6,22.4,21.0,4.0,4.0,4.0,3.0,8.25,15.75,10.5,15.75,4.0,5.0,3.0,4.0,14.4,8.8,12.8,11.2,0
7.0,8.0,33.158,30.55,23.84009,24.602924,4.687,3.0,2.0,5.0,2.0,1.0,21.32,20.8,19.76,18.2,1.0,5.0,5.0,4.0,22.5,21.0,24.0,22.5,2.0,4.0,2.0,1.0,4.95,9.45,6.3,9.45,3.0,1.0,2.0,3.0,8.1,4.95,7.2,6.3,2
8.0,7.0,55.363,-1.0,32.009026,43.397495,4.805,4.0,5.0,1.0,2.0,1.0,21.32,20.8,19.76,18.2,1.0,1.0,1.0,1.0,6.0,5.6,6.4,6.0,5.0,2.0,5.0,4.0,8.8,16.8,11.2,16.8,2.0,1.0,5.0,5.0,11.7,7.15,10.4,9.1,3
6.5,7.0,50.589,-1.0,33.786972,50.839634,4.339,1.0,5.0,3.0,1.0,1.0,18.04,17.6,16.72,15.4,5.0,3.0,5.0,5.0,27.0,25.2,28.8,27.0,1.0,5.0,1.0,5.0,6.6,12.6,8.4,12.6,5.0,2.0,5.0,5.0,15.3,9.35,13.6,11.9,0
8.0,7.0,31.921,29.37,41.184937,42.388866,4.364,2.0,2.0,4.0,3.0,2.0,21.32,20.8,19.76,18.2,4.0,3.0,2.0,2.0,16.5,15.4,17.6,16.5,3.0,3.0,3.0,1.0,5.5,10.5,7.0,10.5,3.0,2.0,5.0,4.0,12.6,7.7,11.2,9.8,3
8.0,7.0,30.318,28.568,37.63087,36.8028,4.107,3.0,3.0,1.0,4.0,2.0,21.32,20.8,19.76,18.2,3.0,2.0,3.0,5.0,19.5,18.2,20.8,19.5,1.0,2.0,4.0,5.0,6.6,12.6,8.4,12.6,5.0,2.0,1.0,2.0,9.0,5.5,8.0,7.0,1
7.0,5.5,49.933,-1.0,26.175282,27.942343,5.282,1.0,4.0,5.0,5.0,1.0,26.24,25.6,24.32,22.4,4.0,5.0,2.0,3.0,21.0,19.6,22.4,21.0,4.0,2.0,3.0,4.0,7.15,13.65,9.1,13.65,3.0,5.0,3.0,5.0,14.4,8.8,12.8,11.2,0
6.0,5.0,69.32,-1.0,36.249287,34.102,5.144,2.0,1.0,3.0,1.0,5.0,19.68,19.2,18.24,16.8,4.0,1.0,2.0,3.0,15.0,14.0,16.0,15.0,5.0,2.0,3.0,5.0,8.25,15.75,10.5,15.75,3.0,3.0,5.0,1.0,10.8,6.6,9.6,8.4,3
7.0,8.0,27.054,26.462,39.409122,55.356575,3.834,4.0,2.0,5.0,5.0,2.0,29.52,28.8,27.36,25.2,3.0,1.0,4.0,2.0,15.0,14.0,16.0,15.0,4.0,4.0,1.0,5.0,7.7,14.7,9.8,14.7,2.0,3.0,4.0,1.0,9.0,5.5,8.0,7.0,3
8.0,7.0,28.038,29.12,34.58593,38.361244,4.301,1.0,5.0,3.0,4.0,2.0,24.6,24.0,22.8,21.0,4.0,5.0,5.0,5.0,28.5,26.6,30.4,28.5,1.0,2.0,5.0,5.0,7.15,13.65,9.1,13.65,4.0,4.0,1.0,1.0,9.0,5.5,8.0,7.0,1
7.5,6.5,61.992,-1.0,28.186811,26.054766,5.584,4.0,1.0,5.0,2.0,4.0,26.24,25.6,24.32,22.4,3.0,1.0,4.0,1.0,13.5,12.6,14.4,13.5,3.0,1.0,2.0,4.0,5.5,10.5,7.0,10.5,1.0,5.0,2.0,1.0,8.1,4.95,7.2,6.3,3
7.0,8.0,31.266,29.415,21.623661,30.279137,5.005,5.0,5.0,4.0,5.0,2.0,34.44,33.6,31.92,29.4,3.0,2.0,2.0,1.0,12.0,11.2,12.8,12.0,2.0,5.0,2.0,4.0,7.15,13.65,9.1,13.65,3.0,1.0,1.0,4.0,8.1,4.95,7.2,6.3,3
6.0,3.5,50.596,-1.0,57.84163,55.74492,4.311,4.0,3.0,3.0,1.0,5.0,26.24,25.6,24.32,22.4,1.0,2.0,2.0,2.0,10.5,9.8,11.2,10.5,2.0,5.0,5.0,5.0,9.35,17.85,11.9,17.85,2.0,5.0,4.0,1.0,10.8,6.6,9.6,8.4,3
7.0,8.0,33.848,33.179,23.51,23.64,4.68,5.0,1.0,2.0,2.0,3.0,21.32,20.8,19.76,18.2,1.0,5.0,2.0,5.0,19.5,18.2,20.8,19.5,2.0,1.0,2.0,1.0,3.3,6.3,4.2,6.3,1.0,4.0,5.0,4.0,12.6,7.7,11.2,9.8,2
8.0,7.0,60.753,-1.0,31.926521,35.517757,4.972,4.0,2.0,2.0,2.0,5.0,24.6,24.0,22.8,21.0,1.0,4.0,4.0,2.0,16.5,15.4,17.6,16.5,3.0,5.0,4.0,4.0,8.8,16.8,11.2,16.8,3.0,4.0,4.0,3.0,12.6,7.7,11.2,9.8,3
8.0,6.0,72.317,-1.0,26.963509,17.515167,5.321,3.0,1.0,2.0,2.0,1.0,14.76,14.4,13.68,12.6,1.0,2.0,4.0,1.0,12.0,11.2,12.8,12.0,4.0,1.0,1.0,5.0,6.05,11.55,7.7,11.55,1.0,1.0,5.0,2.0,8.1,4.95,7.2,6.3,4
6.0,3.0,32.821,30.842,34.5077,37.810387,4.54,4.0,4.0,3.0,2.0,3.0,26.24,25.6,24.32,22.4,1.0,5.0,3.0,5.0,21.0,19.6,22.4,21.0,3.0,1.0,3.0,3.0,5.5,10.5,7.0,10.5,5.0,1.0,3.0,4.0,11.7,7.15,10.4,9.1,2
8.0,7.0,64.923,-1.0,-2.0,30.279137,4.68,5.0,2.0,1.0,4.0,1.0,21.32,20.8,19.76,18.2,5.0,5.0,5.0,1.0,24.0,22.4,25.6,24.0,4.0,2.0,5.0,3.0,7.7,14.7,9.8,14.7,3.0,3.0,4.0,5.0,13.5,8.25,12.0,10.5,0
8.0,4.0,32.149002,28.196,43.103035,42.395786,3.995,5.0,5.0,2.0,5.0,5.0,36.08,35.2,33.44,30.8,4.0,1.0,4.0,4.0,19.5,18.2,20.8,19.5,1.0,3.0,3.0,3.0,5.5,10.5,7.0,10.5,4.0,3.0,4.0,5.0,14.4,8.8,12.8,11.2,2
6.0,8.0,36.086,27.795,32.891994,24.602924,4.139,5.0,2.0,4.0,4.0,4.0,31.16,30.4,28.88,26.6,3.0,3.0,5.0,1.0,18.0,16.8,19.2,18.0,1.0,5.0,5.0,4.0,8.25,15.75,10.5,15.75,2.0,2.0,2.0,4.0,9.0,5.5,8.0,7.0,1
8.0,7.0,46.717,-1.0,35.935867,33.609074,5.049,1.0,3.0,3.0,3.0,4.0,22.96,22.4,21.28,19.6,3.0,1.0,3.0,4.0,16.5,15.4,17.6,16.5,1.0,3.0,3.0,2.0,4.95,9.45,6.3,9.45,5.0,3.0,4.0,4.0,14.4,8.8,12.8,11.2,4
5.5,6.0,56.3,-1.0,28.597296,35.61297,4.878,5.0,5.0,1.0,1.0,5.0,27.88,27.2,25.84,23.8,5.0,5.0,5.0,5.0,30.0,28.0,32.0,30.0,1.0,1.0,1.0,5.0,4.4,8.4,5.6,8.4,3.0,1.0,3.0,4.0,9.9,6.05,8.8,7.7,2
4.0,6.0,26.959,27.412,29.432209,39.409122,4.316,2.0,5.0,2.0,1.0,1.0,18.04,17.6,16.72,15.4,2.0,1.0,1.0,2.0,9.0,8.4,9.6,9.0,4.0,2.0,2.0,2.0,5.5,10.5,7.0,10.5,5.0,3.0,1.0,2.0,9.9,6.05,8.8,7.7,3
7.0,8.0,31.054,28.179,36.54399,49.740437,4.156,5.0,1.0,3.0,2.0,4.0,24.6,24.0,22.8,21.0,4.0,1.0,1.0,3.0,13.5,12.6,14.4,13.5,1.0,2.0,4.0,1.0,4.4,8.4,5.6,8.4,1.0,4.0,2.0,4.0,9.9,6.05,8.8,7.7,4
8.0,6.5,74.748,-1.0,44.775684,42.928753,5.915,4.0,2.0,4.0,4.0,3.0,27.88,27.2,25.84,23.8,4.0,2.0,1.0,3.0,15.0,14.0,16.0,15.0,5.0,2.0,3.0,3.0,7.15,13.65,9.1,13.65,2.0,5.0,2.0,4.0,11.7,7.15,10.4,9.1,4
8.0,7.0,62.009,-1.0,47.251617,46.131794,4.414,5.0,4.0,3.0,3.0,1.0,26.24,25.6,24.32,22.4,3.0,5.0,2.0,5.0,22.5,21.0,24.0,22.5,2.0,3.0,5.0,4.0,7.7,14.7,9.8,14.7,4.0,4.0,1.0,5.0,12.6,7.7,11.2,9.8,0
8.0,6.0,30.264,31.002,29.316036,31.464643,4.589,5.0,1.0,1.0,3.0,4.0,22.96,22.4,21.28,19.6,1.0,3.0,5.0,3.0,18.0,16.8,19.2,18.0,2.0,5.0,4.0,1.0,6.6,12.6,8.4,12.6,2.0,2.0,5.0,4.0,11.7,7.15,10.4,9.1,0
8.0,7.0,50.896,-1.0,32.891994,37.48702,4.796,4.0,4.0,1.0,3.0,5.0,27.88,27.2,25.84,23.8,3.0,3.0,5.0,3.0,21.0,19.6,22.4,21.0,2.0,5.0,2.0,3.0,6.6,12.6,8.4,12.6,5.0,2.0,4.0,5.0,14.4,8.8,12.8,11.2,0
6.5,6.0,73.039,-1.0,38.378258,40.923447,4.798,5.0,5.0,3.0,4.0,4.0,34.44,33.6,31.92,29.4,1.0,5.0,2.0,3.0,16.5,15.4,17.6,16.5,3.0,1.0,5.0,2.0,6.05,11.55,7.7,11.55,2.0,1.0,4.0,5.0,10.8,6.6,9.6,8.4,3
4.0,4.0,31.85,30.52,20.20611,29.432209,4.573,1.0,2.0,4.0,2.0,1.0,16.4,16.0,15.2,14.0,1.0,2.0,1.0,2.0,9.0,8.4,9.6,9.0,3.0,3.0,5.0,5.0,8.8,16.8,11.2,16.8,5.0,1.0,3.0,3.0,10.8,6.6,9.6,8.4,4
8.0,7.0,63.207,-1.0,35.656067,37.415745,5.307,5.0,5.0,5.0,5.0,2.0,36.08,35.2,33.44,30.8,5.0,5.0,4.0,1.0,22.5,21.0,24.0,22.5,4.0,3.0,1.0,1.0,4.95,9.45,6.3,9.45,3.0,1.0,2.0,2.0,7.2,4.4,6.4,5.6,2
8.0,6.0,59.526,-1.0,26.963509,25.377773,5.062,1.0,5.0,2.0,3.0,4.0,24.6,24.0,22.8,21.0,4.0,1.0,3.0,1.0,13.5,12.6,14.4,13.5,4.0,3.0,1.0,5.0,7.15,13.65,9.1,13.65,5.0,2.0,5.0,4.0,14.4,8.8,12.8,11.2,3
7.0,7.0,33.026,28.372,42.155064,45.49317,4.011,1.0,4.0,3.0,3.0,5.0,26.24,25.6,24.32,22.4,2.0,1.0,3.0,5.0,16.5,15.4,17.6,16.5,2.0,5.0,5.0,5.0,9.35,17.85,11.9,17.85,1.0,5.0,3.0,2.0,9.9,6.05,8.8,7.7,3
6.0,6.5,55.478,-1.0,41.14402,41.082825,4.506,3.0,5.0,1.0,5.0,5.0,31.16,30.4,28.88,26.6,1.0,1.0,3.0,2.0,10.5,9.8,11.2,10.5,4.0,1.0,1.0,5.0,6.05,11.55,7.7,11.55,2.0,1.0,1.0,5.0,8.1,4.95,7.2,6.3,3
8.0,3.0,28.154,27.167,36.02765,33.833324,4.348,4.0,5.0,4.0,3.0,3.0,31.16,30.4,28.88,26.6,1.0,3.0,5.0,1.0,15.0,14.0,16.0,15.0,2.0,2.0,1.0,1.0,3.3,6.3,4.2,6.3,3.0,3.0,2.0,3.0,9.9,6.05,8.8,7.7,3
7.5,6.0,72.01,-1.0,43.29631,38.123116,5.244,5.0,3.0,5.0,3.0,4.0,32.8,32.0,30.4,28.0,1.0,3.0,5.0,2.0,16.5,15.4,17.6,16.5,4.0,3.0,3.0,5.0,8.25,15.75,10.5,15.75,4.0,2.0,1.0,3.0,9.0,5.5,8.0,7.0,3
7.0,7.0,27.01,26.704,37.48702,37.48702,4.139,4.0,3.0,3.0,3.0,2.0,24.6,24.0,22.8,21.0,4.0,5.0,3.0,2.0,21.0,19.6,22.4,21.0,5.0,1.0,5.0,2.0,7.15,13.65,9.1,13.65,1.0,5.0,1.0,2.0,8.1,4.95,7.2,6.3,1
7.0,7.0,27.72,28.02,42.046585,42.05592,4.027,1.0,5.0,4.0,3.0,2.0,24.6,24.0,22.8,21.0,4.0,3.0,4.0,2.0,19.5,18.2,20.8,19.5,5.0,3.0,4.0,1.0,7.15,13.65,9.1,13.65,1.0,4.0,2.0,3.0,9.0,5.5,8.0,7.0,1
6.0,5.0,65.348,-1.0,36.148167,-2.0,5.289,5.0,5.0,3.0,2.0,3.0,29.52,28.8,27.36,25.2,5.0,1.0,1.0,5.0,18.0,16.8,19.2,18.0,4.0,2.0,3.0,2.0,6.05,11.55,7.7,11.55,1.0,2.0,3.0,3.0,8.1,4.95,7.2,6.3,2
7.5,6.5,57.73,-1.0,43.799274,43.86672,4.534,3.0,4.0,4.0,2.0,2.0,24.6,24.0,22.8,21.0,5.0,1.0,2.0,5.0,19.5,18.2,20.8,19.5,5.0,1.0,4.0,2.0,6.6,12.6,8.4,12.6,2.0,4.0,3.0,2.0,9.9,6.05,8.8,7.7,1
6.0,5.0,55.829,-1.0,38.44207,32.891994,4.915,3.0,4.0,2.0,4.0,5.0,29.52,28.8,27.36,25.2,3.0,1.0,1.0,3.0,12.0,11.2,12.8,12.0,1.0,4.0,4.0,3.0,6.6,12.6,8.4,12.6,2.0,2.0,3.0,1.0,7.2,4.4,6.4,5.6,3
5.0,2.0,27.086,27.375,37.936035,37.125366,4.236,2.0,2.0,2.0,1.0,3.0,16.4,16.0,15.2,14.0,4.0,5.0,1.0,3.0,19.5,18.2,20.8,19.5,2.0,5.0,5.0,1.0,7.15,13.65,9.1,13.65,3.0,4.0,3.0,3.0,11.7,7.15,10.4,9.1,0
6.0,6.0,31.098,30.347,32.009026,30.279137,4.833,1.0,3.0,3.0,1.0,5.0,21.32,20.8,19.76,18.2,3.0,2.0,1.0,5.0,16.5,15.4,17.6,16.5,1.0,2.0,3.0,3.0,4.95,9.45,6.3,9.45,2.0,2.0,4.0,5.0,11.7,7.15,10.4,9.1,3
5.0,7.0,34.69,28.73,47.2,47.717,4.04,1.0,4.0,2.0,3.0,2.0,19.68,19.2,18.24,16.8,1.0,1.0,4.0,1.0,10.5,9.8,11.2,10.5,4.0,1.0,2.0,3.0,5.5,10.5,7.0,10.5,3.0,3.0,2.0,4.0,10.8,6.6,9.6,8.4,3
8.0,7.0,64.986,-1.0,39.108467,38.968037,4.651,4.0,3.0,3.0,4.0,2.0,26.24,25.6,24.32,22.4,5.0,3.0,4.0,2.0,21.0,19.6,22.4,21.0,2.0,3.0,2.0,1.0,4.4,8.4,5.6,8.4,2.0,2.0,1.0,1.0,5.4,3.3,4.8,4.2,2
8.0,7.0,30.875,35.95,28.262928,29.90973,4.669,4.0,3.0,2.0,1.0,1.0,18.04,17.6,16.72,15.4,1.0,5.0,5.0,2.0,19.5,18.2,20.8,19.5,4.0,2.0,2.0,4.0,6.6,12.6,8.4,12.6,2.0,1.0,1.0,4.0,7.2,4.4,6.4,5.6,1
7.0,8.0,27.76,30.14,42.89,52.23,3.9,2.0,5.0,2.0,5.0,1.0,24.6,24.0,22.8,21.0,3.0,1.0,5.0,3.0,18.0,16.8,19.2,18.0,1.0,4.0,1.0,5.0,6.05,11.55,7.7,11.55,1.0,2.0,2.0,4.0,8.1,4.95,7.2,6.3,2
7.0,2.0,25.068,24.089,47.379257,47.05273,3.934,5.0,2.0,1.0,3.0,2.0,21.32,20.8,19.76,18.2,4.0,4.0,4.0,4.0,24.0,22.4,25.6,24.0,3.0,3.0,3.0,4.0,7.15,13.65,9.1,13.65,1.0,2.0,2.0,3.0,7.2,4.4,6.4,5.6,1
8.0,7.0,55.043,-1.0,52.77976,51.91048,4.186,1.0,3.0,4.0,1.0,2.0,18.04,17.6,16.72,15.4,1.0,1.0,2.0,4.0,12.0,11.2,12.8,12.0,4.0,1.0,2.0,4.0,6.05,11.55,7.7,11.55,3.0,3.0,3.0,4.0,11.7,7.15,10.4,9.1,3
5.0,4.5,72.451,-1.0,19.515354,15.016433,6.298,4.0,4.0,3.0,5.0,1.0,27.88,27.2,25.84,23.8,5.0,2.0,5.0,5.0,25.5,23.8,27.2,25.5,1.0,4.0,3.0,3.0,6.05,11.55,7.7,11.55,1.0,2.0,2.0,2.0,6.3,3.85,5.6,4.9,2
8.0,6.5,64.905,-1.0,23.84009,23.84009,4.937,3.0,2.0,2.0,3.0,4.0,22.96,22.4,21.28,19.6,2.0,4.0,4.0,1.0,16.5,15.4,17.6,16.5,2.0,2.0,3.0,2.0,4.95,9.45,6.3,9.45,5.0,2.0,2.0,2.0,9.9,6.05,8.8,7.7,3
4.0,6.0,32.098,27.154,38.44207,46.5149,4.252,3.0,3.0,4.0,1.0,4.0,24.6,24.0,22.8,21.0,2.0,4.0,4.0,5.0,22.5,21.0,24.0,22.5,1.0,5.0,5.0,5.0,8.8,16.8,11.2,16.8,1.0,1.0,4.0,2.0,7.2,4.4,6.4,5.6,1
7.0,8.0,31.853,31.627,34.693966,32.891994,4.846,4.0,4.0,1.0,4.0,2.0,24.6,24.0,22.8,21.0,5.0,2.0,1.0,3.0,16.5,15.4,17.6,16.5,4.0,3.0,4.0,3.0,7.7,14.7,9.8,14.7,1.0,5.0,3.0,1.0,9.0,5.5,8.0,7.0,3
7.0,6.0,67.933,-1.0,42.38238,23.84009,4.691,1.0,1.0,2.0,1.0,5.0,16.4,16.0,15.2,14.0,3.0,5.0,5.0,4.0,25.5,23.8,27.2,25.5,1.0,4.0,2.0,1.0,4.4,8.4,5.6,8.4,4.0,1.0,4.0,1.0,9.0,5.5,8.0,7.0,2
5.0,7.0,29.52,27.5,40.207005,39.35743,4.155,4.0,4.0,4.0,4.0,5.0,34.44,33.6,31.92,29.4,3.0,3.0,1.0,3.0,15.0,14.0,16.0,15.0,5.0,1.0,1.0,2.0,4.95,9.45,6.3,9.45,5.0,5.0,5.0,4.0,17.1,10.45,15.2,13.3,3
5.5,5.0,66.03,-1.0,42.98681,45.360634,4.503,4.0,1.0,2.0,3.0,2.0,19.68,19.2,18.24,16.8,2.0,4.0,4.0,5.0,22.5,21.0,24.0,22.5,5.0,3.0,5.0,3.0,8.8,16.8,11.2,16.8,5.0,1.0,4.0,4.0,12.6,7.7,11.2,9.8,0
5.5,5.5,64.33,-1.0,24.602924,24.602924,5.472,1.0,3.0,5.0,4.0,4.0,27.88,27.2,25.84,23.8,2.0,3.0,5.0,5.0,22.5,21.0,24.0,22.5,3.0,4.0,5.0,2.0,7.7,14.7,9.8,14.7,2.0,1.0,2.0,1.0,5.4,3.3,4.8,4.2,1
7.0,6.0,60.005,-1.0,37.648808,39.236946,4.3,3.0,4.0,2.0,5.0,4.0,29.52,28.8,27.36,25.2,4.0,2.0,4.0,2.0,18.0,16.8,19.2,18.0,3.0,1.0,4.0,2.0,5.5,10.5,7.0,10.5,5.0,3.0,5.0,4.0,15.3,9.35,13.6,11.9,2
